page_id	expected_page_evidence_sha256	outcome	notes
1924-2-fraser/rmbd_192407_08_southdakota.pdf#page=37	704765025dd5b9c8d50236128cc9a85797d8cdb6c208b2138c18854735e7f340	confirmed_problem	Dense Tennessee page; cache contains only 3 Columbia banks, omitting two further Columbia banks and Como through Dandridge.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=21	de1b2d0e259f93ddbb72f62a0f12d75b7f5002f7fc50bec2cd0ce6ed2e478435	confirmed_problem	Dense Minnesota page; cache contains only Le Roy First National Bank and omits Le Roy First State Bank through Lucan.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=16	5bbc941215d7b73379cc2812919df918645118338f11dc2d18907eaa25f08550	confirmed_problem	Dense Minnesota page; cache contains only Gilman and one Glencoe bank, omitting Glencoe Security State Bank through Hamburg.
1920-2-fraser/rmbd_192007_06_newyork.pdf#page=216	bdadc299d0cdf54e6be3b47fa7df87ab889590fa7b14635fe1b0a3ffa7757b1b	confirmed_problem	Main Ohio page is readable despite the photographed page stack; cache stops after 5 rows and omits the remaining Willshire entry through Yorkville.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=54	82dcd950e1bc3ba0ac487b00e281f641f47c8e3bfb59c91451f40931d1607583	confirmed_problem	Dense Illinois page; cache contains only Hutsonville and Illiopolis and omits Ina through Jonesboro.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=19	7baee625dd02af1b92cada6a6f0ce70372739760635f72cb58799c08e3970faa	confirmed_problem	Dense Minnesota page; cache contains only Isanti, Isle, and Ivanhoe and omits Jackson through Kiester.
1936-1-fraser/rmbd_1936first_04_louisiana.pdf#page=260	ac8e3752478eb29819a829c8267e363217db0f002357c9b9712bde1930b50d3f	confirmed_problem	Dense New Jersey page; cache contains only First Camden National Bank & Trust Co. and omits the other Camden banks plus Cape May through Clinton.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=31	06405bec6bf602fb80fda2a5cc643c304c90a06a527205675e121f3f939f85d1	confirmed_problem	Dense Minnesota page; cache contains only 2 Redwood Falls banks and omits Remer through Rothsay.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=122	461470ddc92f91517986cbafd825919ef6fb1717ac1cb4919180dbd25be7d7f3	confirmed_problem	Dense Iowa page; cache contains only 2 Avoca banks and omits Ayrshire through Farmington.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=81	79a94507f533aca492ca9d1321a5e0a91d4ca5cfe1c5be817c9a646372710174	confirmed_problem	Dense Missouri page; cache stops after 5 Liberty-to-Lincoln rows and omits Linn through Manchester.
1938-2-fraser/rmbd_1938final_04_kansas.pdf#page=21	31dff88d69792d8d09f1daf6474b84f58ded0141dbe680ce823de96cc1c60c24	confirmed_problem	Dense Kansas page; cache contains only Kelly, Kensington, and Kincaid and omits Kingman through Larned.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=86	bb4efdc4f6745e7cead72e9169de7e104f20814383e1959a4f77396a72f3f0af	confirmed_problem	Dense Indiana page; cache contains only Campbellsburg, Cannelton, and Carbon and omits Carthage through Columbia City.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=127	95d6e8e891bc0e97043c55e22f717b96b4d30673d73a0a379e3e20d5192297c2	confirmed_problem	Dense Iowa page; cache contains only 2 Clarinda banks and omits Clarion through Columbia.
1921-1-fraser/rmbd_192101_03_idaho.pdf#page=32	0f3698f1c395decf27caa46f0536b1a7beca6718adf9444cf97ea54e344176cb	confirmed_problem	Main Illinois page is readable despite the photographed page stack; cache contains only the 3 Casey banks and omits Catlin through University State Bank.
1915-1-google.pdf#page=653	e36fd1b69d5ba3b8c6a513210ae5fe1ac2a2f70521b51a966599b02f1f563018	confirmed_problem	Legacy cleanup identifies this page as cropped and incomplete; the reviewed scan confirms lost page content.
1901-1-hathi.pdf#page=674	ff3e77d466238d26a38b2f894c6a3f537fd3289d14b3462c3ab432c58f25df7c	confirmed_problem	The legacy correction workbook flags both cached banks with null state and town; the reviewed scan is severely clipped, confirming a page-level source/extraction defect.
1923-1-fraser/rmbd_192301_05_maryland.pdf#page=208	f125e22fb47b94a8276d53e986dcb6367f74e05c88daba96194c56a85105a2e8	confirmed_problem	The legacy error note and cached row 15 show a repeated-city correspondent parse failure; the scan is a legible directory table.
1935-1-fraser/rmbd_1935first_08_americansamoa.pdf#page=41	96eff833c6aedc9ed2566048deb75d0599781ef3d9f3e1572c074d1414c8cfc8	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=419	35778aae432df5809c4a571b2a96056947e0681a25590985db73d922a5834ba0	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun.
1905-2-google.pdf#page=556	8b207b4bb088783c07b9093ba9026e883e5b0ba93898badeeef72a37898ab31c	confirmed_problem	The correction workbook flags both Auburn rows; the cache preserves town but loses state, confirming identity-field loss.
1924-1-fraser/rmbd_192401_05_minnesota.pdf#page=75	b6465c268e6dfc6eb31965d6d8827fa35c9ee479fa5e0e57cce67d124fdd7050	confirmed_problem	The legacy error note and cached row 13 turn Minneapolis, St. Paul, and St. Cloud into a combined correspondent name instead of locations.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=202	c8fbfc6f59145fcd85736e3c863ffa3361ddb6c0df902d1c7511d92ddf6ae862	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1894-1-hathi.pdf#page=550	dfa9023968c78c1ee626b48af6ccbafbea7d39c698210a8cfe8835734535eb55	confirmed_problem	Legacy cleanup calls this page empty and bugged; the cache has only three Yankton rows and loses their state.
1898-2-google.pdf#page=407	426435b816504ac6bc7199f0dec822ccc9370e589236ce4ebd3d7e1edd5c3941	confirmed_problem	The cache emits the section heading 'SOUTH CAROLINA - Continued' as a bank with no town; this is a visible false record.
1924-1-fraser/rmbd_192401_02_alabama.pdf#page=1	48c10dc4ec38ca7d86247d41eac30ccc6c652eac3d58e54109f7f830252e49c7	confirmed_problem	The legacy error note and cached row 4 combine two Nashville correspondents into one bank name.
1935-1-fraser/rmbd_1935first_08_americansamoa.pdf#page=5	31ba88a2f88e5066e184078e2750545b20527d2e95a82c55f67aa01735a5ec52	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=418	50d9b8b2b83fb0359492bd0b30fef5f6cc9ace1c3dae591444a5de33c88d78ab	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun; the three-row cache is consistent with the documented collapse.
1898-2-google.pdf#page=47	8b9f3c19920b281117440df7e2c8eaea3fae839d9db0dc38ece8423152cf5341	confirmed_problem	The correction workbook flags all three cached banks with null state and town; the reviewed source scan is severely clipped.
1924-1-fraser/rmbd_192401_02_alabama.pdf#page=177	67921aae03116d58d09d9764d96a18afd5e752c6ac32af3d73e8abca9ba3f000	confirmed_problem	The legacy error note identifies combined same-city bank names on cached rows 18-19; the scan is a legible directory table.
1936-1-fraser/rmbd_1936first_07_americansamoa.pdf#page=51	a0ab409a9c1d390559f9939d43be4c97c92f6a00eee207b0934865cca2a06713	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=417	98676bcf20af008d74f258f857e6b52552cb047a4eda97f4d0e01c5cf8ca95ae	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun.
1911-1-google.pdf#page=287	631b5b028f83044329dce39b2964ff63fb65186d14721bf599e2040996a97820	confirmed_problem	The correction workbook flags 33 rows; the cache loses state while the reviewed scan clearly identifies an Illinois continued page.
1924-1-fraser/rmbd_192401_03_hawaii.pdf#page=228	342e4bcea1bb0b4167c5d3ffdae01bdd4b8bc21e61446da2c474777a0bbedcfc	confirmed_problem	The legacy error note and cached row 2 misparse Chicago and Joliet as a correspondent bank name.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=36	c7c5b07737475b5d9fccaa1049cceac712ef73503f5333e5cb3bd67eed8b7f54	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=420	bfa83909f2ec90eb918181e9da88ae5b074ba2e057fc7cf9302a2e94e2e98ce0	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun.
1938-1-fraser/rmbd_1938first_04_kansas.pdf#page=147	7ee75d9dd42060ac1a761398588009f1034fbe387766feb1a5b17e0eaf4922e2	confirmed_problem	The cache records Detroit but no state; the reviewed scan identifies Detroit, confirming location-field loss.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=47	871625d20e2ed41dd07dd3293a651ca4544bcfdbffaddb938d2c70541584f0e8	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1907-1-fraser/rmbd_190701_06_newyork.pdf#page=37	529e62942940376bbcc1a9f88e502551422a84f5bf45f3c683b16009a048c5c7	confirmed_problem	The recovered V1 main-bank cache is an explicit provider error marker, not a successful empty extraction.
1911-1-google.pdf#page=852	77e1fcdb1a4032e7e69244d40de2b23c6f30b8f06d2a3f5e8a5239155bf6525e	confirmed_problem	The reviewed Hatcher Brothers ad visibly says Grand Forks and Fargo, North Dakota, while the cache leaves town null.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=10	98522735571d2490e7296e13c96b40082f8d7970302e76c78b0543cf8acf30da	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=416	ba3602424954b95e54d8f58a0069f8946465fab76a8acb1bf79be943a7a22e2c	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun.
1901-1-hathi.pdf#page=314	c7ce2a833c5d6cb658d93eb068d31e52a6b7b634a8787ea60b7d541507610c96	confirmed_problem	The correction workbook flags the cached Western National Bank with null state and town; the reviewed source scan is severely clipped.
1936-1-fraser/rmbd_1936first_07_americansamoa.pdf#page=36	6ecc6c1be992b07411bb67534bec5684cf8311b457dbc9a7a68231510630ec60	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1900-1-hathi.pdf#page=421	06270b363d3b22566e23d02514ed7b21dee24c5c8db3c63e0492a40f84abc2f5	confirmed_problem	Legacy cleanup explicitly names this New York table page for OCR rerun.
1898-2-google.pdf#page=466	c5f1c10f5afa22d807ee2a421bacd72d2b4c5d7a5ea4605cd3ff8aaf19e351fc	confirmed_problem	The correction workbook flags the first cached bank with null state and town; the scan/cache comparison confirms mixed page identity handling.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=147	32e4ab240e5d26e9532ca89dde06028ca3ae054a91e4a1bd44a0d4592f817e74	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1883-2-archive-raw.pdf#page=155	cda9f23e6d15256577b27ec3ab66fcf86865ae0eeca776585b4ff3e3007abe47	confirmed_problem	The recovered V1 main-bank cache is an explicit provider error marker, not a successful empty extraction.
1937-2-fraser/rmbd_1937final_02_alabama.pdf#page=175	09c45c0e36c090b0dab9e28d98bc711e1d1c99738a89724634afc4fe3256c4c2	confirmed_problem	The correction workbook flags location loss; the cache has Atlanta rows without state and the reviewed scan visibly identifies Atlanta.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=149	50e03a179b5f71a5a3fd23c7c51ec91cab26c9771ad303daf36aaf7eac6e1961	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1914-2-google.pdf#page=943	d3240ddc3740efaa99eb498eb8e03e6693b60e8e5ac4afd9e34a9b98e20dd8d0	confirmed_problem	Legacy cleanup explicitly names this New York page for OCR rerun.
1898-2-google.pdf#page=300	75428641bae07d03cfc76051bba107938232b9a96192b696b32b9a0144807c60	confirmed_problem	The cache emits 'MISSOURI Map opposite page 180' as a bank with no town; this is a false record, not a bank observation.
1936-1-fraser/rmbd_1936first_07_americansamoa.pdf#page=22	8e140aeb3308e4f3b6e6b9aa88cdf55e699b320335c653322876825aba68ee2b	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1888-2-hathi.pdf#page=382	008ea827c24aa592781c359f040d9a63e5f41158f5d89941fcea172780b8cd4a	confirmed_problem	Legacy cleanup calls this page empty and bugged; the one-row cache confirms the documented structural failure.
1911-1-google.pdf#page=238	5da24ff1cc0eb1eb3256279ad12cc50ca758106b7fad1152546ed417e340c101	confirmed_problem	The correction workbook flags the cached Drovers Deposit row with null state and town; the reviewed page shows the surviving row only as a clipped directory strip.
1936-1-fraser/rmbd_1936first_07_americansamoa.pdf#page=56	bf27cd3707c9056eb4cffc6f04d2a00f373153f00e276276b606619c2f6cf949	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1915-2-fraser/rmbd_191507_06_newyork.pdf#page=55	31a9c198ac1d0448c35711f209855a340199cf8465c9f997e175b9453214670d	confirmed_problem	Legacy cleanup explicitly names this New York page for OCR rerun.
1938-1-fraser/rmbd_1938first_05_minnesota.pdf#page=24	9152ec689ae5acf75c05a3060634ee5b2c0cd1de4d3ea65caf6b8881d719459f	confirmed_problem	The correction workbook flags ten rows; the cache has Minneapolis towns without state and the reviewed scan visibly identifies Minneapolis.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=20	e1f4da1375989d7cbb6d3a359a3640f9fe0809b5cf67ff0b69445eced0cd0054	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1888-2-hathi.pdf#page=364	94e67a907985c52cee0f705cd143559dba446b6bda7f03a10300de619f99a7bf	confirmed_problem	Legacy cleanup calls this page empty and bugged; the one-row cache confirms the documented structural failure.
1898-2-google.pdf#page=472	bdfc061fef9db4992bfc13c5882cbac76a77687a25078589cee1ff206ae8c5e0	confirmed_problem	The correction workbook flags all three Phoenixville/Pine Grove rows; the cache loses their state.
1935-1-fraser/rmbd_1935first_07_rhodeisland.pdf#page=220	17566768d4cf8595f52ea4169c0f9a8479563490a130283d5d109e2a39eb9fb1	not_problem	Known negative: this physical page is a false table fragment inside an advertisement, not a target directory page.
1883-2-archive-raw.pdf#page=214	d96d646a67bca08b49d8264a6b8331c8f6d53b89f38b099497cfd380e3ffa3dd	confirmed_problem	The durable manual fix changes cached row 15 from 'First National Bank' to the visible 'Farmer's National Bank'.
1937-2-fraser/rmbd_1937final_06_northcarolina.pdf#page=58	4a3ade86a5497f359b07481d983d16f017ad9569f223ddb78ffe76d50fae10cb	confirmed_problem	The correction workbook flags eight rows; the cache has Columbus towns without state and the reviewed scan visibly identifies Columbus.
1936-1-fraser/rmbd_1936first_08_foreignbanks.pdf#page=215	9cbd13d6af33ace167b713b79d269a11ffecaec2f60744d5698b4fefe87cd56c	not_problem	Known negative: this entire PDF part is foreign/non-target material scanned by mistake; no domestic-bank OCR rerun is warranted.
1920-1-fraser/rmbd_192001_04_kansas.pdf#page=76	71908274456afbcc857a1f0c76b4525d70b032aa549620b3b326389ef2ff19d0	not_problem	All five substantive Louisville bank rows and their major values match; only the nonfinancial clearing-house administrative line is omitted.
1935-1-fraser/rmbd_1935first_06_newmexico.pdf#page=82	4dc6a438e453c573fa10e9ba00b6d8b7725e33685c04167b20a6785b6f637566	not_problem	All four visible Niagara Falls directory entries match; the upper investment-dealer table is a separate section.
1909-2-google.pdf#page=903	d24a2e122bda0a8a25e3b7c22237775c6428c04503b39d05aff383824397d22d	confirmed_problem	The scan contains dozens of South Dakota bank rows, but the cache has only two Waubay rows and one Webster row.
1914-2-google.pdf#page=1374	78d3274167949e0d8477ad00143af13a6ca1bfa3d7d3718ea321f2b63459b630	not_problem	All ten visible Salt Lake City bank and clearing-house entries are present with matching major values.
1915-1-google.pdf#page=462	ebf59f5bc189c189b8e773df3659249aed2ccb6420244c3b971e17de174eafcf	not_problem	Both visible Sioux City directory rows are present; the remaining page content is the Security National advertisement.
1919-1-fraser/rmbd_191901_08_texas.pdf#page=89	becf13a6985a9683b88df1dce7245f6b49642d76b501ed7aff252a2cfcfdf506	not_problem	All eight visible Salt Lake City bank and clearing-house entries match; the dealer section below is separate.
1918-1-fraser/rmbd_191801_05_massachusetts.pdf#page=48	44144dc4c7420ece640612eddddbe684c22691623b0ac6f6bf597a4d28e44ead	not_problem	All five visible Detroit bank and clearing-house entries match; the dealer section below is separate.
1923-1-fraser/rmbd_192301_08_virginia.pdf#page=125	60343708be0a896f6cb144bdc95720fac6da785292d3acca35058eb08909aad7	not_problem	All seven substantive Milwaukee bank rows and major values match; only the nonfinancial clearing-house administrative line is omitted.
1938-2-fraser/rmbd_1938final_04_kansas.pdf#page=92	505a7531427b669c0e1dded97bec00972fbf324451bcf3106ecefacafd53934d	confirmed_problem	The cache contains only the first two visible entries, while the directory table continues with many additional bank rows.
1917-2-fraser/rmbd_191707_04_indiana.pdf#page=30	838efafa704f5ee64bec8bd433b768d10a29ad0d74d51d096cbfa5aef5e4d3e9	not_problem	All nine visible La Fayette bank entries are present and materially match the scan.
1938-2-fraser/rmbd_1938final_04_kansas.pdf#page=153	0193eb95f553368d39fecf43fe6c4a3202052467846541ac9d7cb4834f19c478	not_problem	All four visible Detroit institutions plus the clearing house are present; the dealer section below is separate.
1924-2-fraser/rmbd_192407_08_southdakota.pdf#page=157	ed2987f1e49a38eb22c63d3abf151cdb12ce2151a172985aeafe459ba7614989	confirmed_problem	The physical page is a full-page advertisement, but the cache marks it non-advertisement and extracts two rows from a thin facing-page sliver.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=98	821cb801321c77c2b55b4141843ce081eedaa9a5d00a6a2b5d4e5fc567201313	not_problem	The single full-page Mississippi Valley Trust entry is present and materially matches the scan.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=1	91df0f203d704df52ed1c21fec4c5ae1f8acd3c5401e2d6db5fdf9c76a1255e8	confirmed_problem	The scan is a dense Minnesota directory page with many bank rows, but the cache contains only the two Ada entries.
1920-2-fraser/rmbd_192007_06_newyork.pdf#page=53	9b8ef4449676d9fd921f32262ea246e0615d0f63d6a80c76f322f39f07b7bbc0	not_problem	All six visible American financial-corporation entries are present and materially match the scan.
1938-2-fraser/rmbd_1938final_03_hawaii.pdf#page=41	dd0e66a96ae3902eac73be4909fb3f4fe99feee537158b65277a7c83ec27c921	not_problem	Both visible Chicago Heights bank rows are present; the upper investment-dealer section is separate.
1938-2-fraser/rmbd_1938final_05_minnesota.pdf#page=225	23cbc70ca9257aa0c15e853fbadf201b92c20e177bf4fc70c7f687256c43e7df	not_problem	All three large New York bank entries are present with matching major financial values.
1936-1-fraser/rmbd_1936first_04_louisiana.pdf#page=322	8a4dc1b58f2fd677166feb2b3b3a583ba5f7645c0451a1a103d00f6ce260bbd9	not_problem	The sole full-page Chase National Bank entry is present and materially matches the scan.
